battery_capacity_kWh,avg_speed_kmph,distance_km,temperature_c,humidity_percent,charging_time_hrs,vehicle_weight_kg,driving_mode,terrain_type,ev_energy_demand
59,22,22,30,45,4.05,1852,normal,rural,0
53,28,126,31,28,4.67,1717,normal,highway,1
24,27,61,29,83,1.1,1890,normal,rural,0
22,94,162,35,68,3.75,1559,normal,rural,1
66,76,168,23,30,3.73,2096,normal,highway,1
82,70,91,21,87,3.3,1528,sport,highway,1
52,68,240,38,23,2.11,1115,eco,highway,0
31,93,44,43,70,4.26,1806,sport,rural,0
61,86,252,-3,20,4.81,1283,sport,highway,0
58,50,55,10,87,4.51,1769,normal,rural,0
68,38,130,10,68,4.52,2085,sport,highway,1
99,72,258,5,57,3.68,1720,sport,urban,1
70,54,30,22,20,2.82,1051,sport,urban,1
63,45,154,13,85,2.11,1081,eco,highway,1
86,84,297,7,23,3.4,1195,normal,urban,1
91,93,151,38,29,4.34,1507,eco,rural,0
82,45,33,21,66,1.04,1086,sport,urban,1
81,32,163,28,36,4.63,2405,eco,rural,1
71,37,185,5,56,4.91,1736,eco,highway,0
81,85,149,-7,61,2.52,2177,eco,highway,1
73,91,282,25,43,0.68,2227,eco,urban,1
62,70,104,23,30,0.8,1484,eco,highway,0
35,48,286,41,84,2.99,2205,sport,highway,0
97,55,216,15,31,1.23,1024,sport,highway,0
80,25,67,-4,21,3.46,1859,sport,urban,1
77,95,276,10,51,2.73,1160,eco,rural,1
51,45,228,4,42,4.78,2237,sport,highway,0
70,97,34,2,61,1.76,1211,eco,rural,1
54,82,173,-10,44,2.78,1220,eco,urban,0
80,49,185,39,35,0.96,1504,sport,rural,0
22,47,49,1,80,1.05,1943,eco,urban,1
70,51,235,-5,76,4.99,1880,eco,urban,0
25,79,88,-7,69,2.85,2062,eco,rural,1
66,74,71,28,83,2.65,1661,eco,urban,0
91,24,48,23,41,4.06,1153,eco,highway,0
46,45,276,24,69,1.85,1643,sport,highway,1
43,20,184,20,81,4.01,1560,normal,urban,1
56,47,49,-6,40,1.55,1169,eco,urban,1
80,53,207,21,78,1.99,2337,eco,rural,1
78,22,294,-6,60,2.78,1313,sport,urban,1
38,76,271,2,84,1.5,1658,normal,rural,1
79,61,188,12,66,4.03,1637,normal,highway,1
85,34,73,12,76,4.54,1494,sport,highway,0
42,82,81,-9,77,0.61,2395,sport,rural,0
75,53,152,36,64,3.66,1837,sport,rural,1
68,79,81,42,53,2.84,1136,eco,urban,0
40,72,230,33,42,4.28,1404,normal,rural,0
66,92,259,-7,76,3.32,1321,sport,highway,0
81,30,66,31,73,4.83,2473,sport,rural,1
57,57,101,43,35,1.0,2342,eco,rural,0
71,93,237,10,87,1.53,2436,sport,urban,0
81,66,174,25,62,2.74,1347,sport,highway,1
81,20,33,41,83,1.61,1631,eco,rural,1
91,98,204,-3,51,0.73,1859,normal,urban,1
89,71,146,41,34,3.68,2271,sport,rural,1
77,62,156,15,28,4.98,1304,eco,urban,0
20,80,107,6,87,2.85,2294,sport,rural,1
60,23,275,31,28,3.08,1744,normal,urban,1
32,41,224,16,43,3.89,2096,sport,urban,1
94,30,284,39,39,1.09,1687,normal,rural,1
25,64,225,-8,35,2.33,1369,sport,urban,0
78,89,169,41,29,0.52,1389,eco,rural,0
71,46,260,44,22,2.96,1204,sport,highway,0
24,48,248,-8,66,3.94,2349,normal,rural,0
26,75,186,28,88,1.4,1099,eco,rural,1
39,46,169,-2,82,2.15,1973,sport,urban,1
85,30,38,3,61,2.37,2007,eco,rural,0
38,81,267,22,83,0.96,1864,eco,highway,1
81,75,129,33,75,4.76,2150,sport,urban,0
96,20,132,12,26,2.75,1072,eco,highway,0
99,52,88,5,31,1.45,1713,normal,urban,0
31,36,167,0,69,2.48,1257,normal,highway,1
20,35,208,25,40,3.62,1916,eco,highway,1
27,98,245,24,39,4.4,1072,eco,rural,0
30,55,122,16,33,4.59,1362,sport,rural,1
56,21,296,0,70,2.95,1513,normal,rural,1
51,29,156,43,62,4.12,2327,eco,highway,0
78,22,294,-6,60,2.78,1313,sport,urban,1
55,48,85,24,39,4.83,1937,sport,urban,1
70,20,252,41,81,2.85,1793,sport,urban,0
38,81,267,22,83,0.96,1864,eco,highway,1
23,23,185,28,33,3.31,1680,sport,rural,0
91,93,151,38,29,4.34,1507,eco,rural,0
43,33,117,37,38,1.17,1019,sport,highway,1
52,29,235,3,22,4.46,1241,sport,highway,1
62,70,104,23,30,0.8,1484,eco,highway,0
26,98,83,12,82,2.24,2275,normal,highway,1
24,73,17,30,65,4.85,1843,normal,rural,0
37,37,231,20,47,3.98,1413,normal,highway,0
53,20,127,2,25,1.29,1205,eco,highway,0
20,95,64,39,83,3.7,2474,normal,highway,1
61,65,187,25,64,1.87,1803,eco,urban,0
40,72,230,33,42,4.28,1404,normal,rural,0
51,75,260,5,77,1.95,2134,eco,rural,1
62,24,270,-9,79,4.25,2187,eco,highway,0
20,56,230,42,33,1.67,1816,normal,highway,1
54,94,207,31,45,4.67,2102,sport,highway,0
99,84,110,-10,28,4.22,1018,sport,rural,0
33,29,108,10,59,3.23,1620,normal,urban,1
45,68,19,26,80,0.68,1322,eco,urban,0
23,82,134,-2,59,0.93,1138,sport,highway,0
35,48,286,41,84,2.99,2205,sport,highway,0
58,50,55,10,87,4.51,1769,normal,rural,0
45,30,140,0,74,4.75,1540,eco,highway,0
39,45,237,32,43,1.56,1901,normal,rural,0
35,53,194,4,80,0.75,1726,sport,rural,0
52,68,240,38,23,2.11,1115,eco,highway,0
74,46,273,11,72,2.94,2164,normal,urban,0
41,92,82,-4,44,2.77,2149,sport,highway,1
79,70,233,-7,44,3.67,1091,normal,rural,0
21,36,65,5,87,3.14,1060,normal,urban,1
37,88,277,4,39,1.67,1403,sport,rural,0
93,30,61,4,48,1.21,2299,normal,highway,1
35,91,128,7,72,2.47,2126,eco,urban,1
78,89,169,41,29,0.52,1389,eco,rural,0
31,57,293,1,68,3.22,2389,sport,rural,0
90,26,188,36,58,1.18,1043,sport,urban,0
82,69,227,30,89,3.55,1300,normal,highway,1
41,92,82,-4,44,2.77,2149,sport,highway,1
36,24,99,29,58,3.13,1857,sport,urban,0
81,68,26,34,77,1.8,1196,eco,urban,1
59,48,93,4,41,4.04,1824,eco,highway,1
22,89,222,44,47,1.38,2460,normal,rural,0
35,42,211,10,35,4.82,1415,sport,rural,1
35,86,190,6,38,2.41,2288,sport,urban,1
21,81,224,-1,22,3.06,2105,normal,rural,1
91,93,151,38,29,4.34,1507,eco,rural,0
63,46,119,-3,86,2.21,1391,sport,rural,1
38,36,246,12,80,3.57,2337,sport,rural,1
52,53,162,13,89,4.52,2475,sport,urban,0
67,63,21,41,38,0.97,1874,sport,rural,1
91,77,91,10,44,3.78,1922,normal,rural,1
59,48,154,2,59,4.56,1733,eco,rural,1
72,72,297,13,73,4.85,1360,normal,rural,0
70,78,225,44,53,2.03,1288,normal,highway,0
50,43,178,3,57,3.71,1383,eco,highway,1
98,44,157,-8,58,1.75,1413,eco,urban,0
90,89,18,10,49,3.46,1045,sport,highway,0
99,52,88,5,31,1.45,1713,normal,urban,0
39,45,28,38,68,3.63,2401,normal,highway,0
21,81,224,-1,22,3.06,2105,normal,rural,1
81,82,89,2,33,2.23,1451,normal,rural,1
33,73,126,2,56,0.73,1103,sport,rural,0
88,73,222,-7,54,2.65,1667,normal,urban,1
35,55,36,40,79,1.89,1298,normal,highway,0
53,88,155,28,22,4.31,1412,sport,urban,0
89,86,177,-6,60,2.99,2361,eco,urban,1
59,22,22,30,45,4.05,1852,normal,rural,0
31,98,287,24,25,3.5,2208,eco,urban,0
28,42,56,-3,56,1.72,1713,sport,highway,0
33,76,157,-4,44,3.3,1931,sport,urban,1
20,56,230,42,33,1.67,1816,normal,highway,1
90,93,208,15,65,3.11,1217,sport,urban,0
86,61,162,2,40,1.82,1470,sport,rural,1
25,64,225,-8,35,2.33,1369,sport,urban,0
45,85,236,26,67,2.58,1552,normal,urban,1
91,69,45,38,22,1.48,2202,sport,highway,0
44,57,208,30,55,4.35,1886,normal,highway,0
69,86,298,39,53,2.63,1757,normal,rural,1
35,48,286,41,84,2.99,2205,sport,highway,0
52,39,201,27,43,2.75,1822,normal,rural,1
58,33,82,41,21,2.79,1194,eco,rural,0
33,73,126,2,56,0.73,1103,sport,rural,0
42,72,82,8,38,4.48,1594,sport,highway,0
73,38,279,31,27,4.81,2152,normal,rural,1
23,82,134,-2,59,0.93,1138,sport,highway,0
47,92,169,-5,89,2.07,1689,eco,urban,0
44,24,242,29,72,3.53,2150,normal,highway,0
81,61,74,38,73,2.01,2230,normal,urban,0
55,33,173,19,28,2.16,1120,eco,urban,1
28,93,95,10,37,2.4,1527,eco,rural,0
60,70,43,24,74,2.68,1147,sport,rural,1
67,21,280,-9,20,1.11,1802,normal,rural,0
56,96,196,15,54,2.8,1265,eco,highway,1
52,24,245,7,89,4.22,1559,sport,urban,0
42,82,81,-9,77,0.61,2395,sport,rural,0
22,41,40,1,79,0.78,2096,sport,highway,0
31,90,172,-6,20,1.36,1556,normal,highway,1
27,87,271,-4,38,4.81,2001,eco,urban,0
24,73,17,30,65,4.85,1843,normal,rural,0
81,67,77,27,40,4.8,1366,normal,highway,1
69,86,298,39,53,2.63,1757,normal,rural,1
21,83,123,5,31,3.42,1298,eco,rural,1
32,91,223,-2,47,4.74,1720,normal,highway,1
94,46,253,14,48,1.13,2147,normal,rural,0
51,87,11,-7,82,4.15,1205,normal,highway,1
50,94,197,-8,47,3.59,1679,sport,rural,0
51,40,186,21,55,3.96,2260,normal,urban,1
86,33,237,18,71,0.51,1456,normal,urban,0
55,37,116,29,65,2.39,2279,eco,urban,0
20,44,49,34,43,0.82,1962,normal,urban,1
43,45,235,20,33,4.68,1368,sport,urban,1
58,70,41,14,54,1.61,1619,normal,highway,0
27,80,296,12,36,1.49,1634,sport,urban,0
47,27,215,21,32,4.44,1570,normal,urban,0
22,41,40,1,79,0.78,2096,sport,highway,0
93,28,254,19,60,2.16,1677,normal,rural,1
84,42,20,21,88,0.59,2338,eco,urban,1
93,82,139,6,64,1.63,2072,normal,highway,1
37,67,166,39,68,3.84,1266,eco,urban,0
53,20,127,2,25,1.29,1205,eco,highway,0
78,58,124,9,52,2.76,1295,normal,rural,1
73,38,279,31,27,4.81,2152,normal,rural,1
27,82,48,2,36,2.8,1917,sport,rural,0
88,82,13,37,69,3.38,2116,normal,rural,0
51,26,49,18,38,1.03,1657,sport,highway,1
52,70,109,10,70,0.7,1533,eco,urban,1
74,70,165,4,68,1.34,1316,eco,highway,1
37,65,52,11,53,4.18,1055,sport,rural,0
44,26,111,20,85,0.76,1288,normal,rural,1
58,85,168,10,54,4.22,1060,sport,rural,1
29,64,180,13,75,1.77,1095,sport,highway,0
58,97,232,-8,80,1.52,1898,eco,urban,1
44,26,111,20,85,0.76,1288,normal,rural,1
31,59,299,20,38,4.39,1026,sport,highway,0
93,82,139,6,64,1.63,2072,normal,highway,1
21,81,224,-1,22,3.06,2105,normal,rural,1
35,88,16,-9,61,2.45,1559,normal,rural,1
52,70,109,10,70,0.7,1533,eco,urban,1
56,27,251,32,71,3.92,1771,normal,highway,1
55,64,21,11,76,4.87,2143,eco,rural,1
52,23,24,17,49,0.58,1075,normal,rural,1
52,28,233,-9,39,1.91,2210,sport,highway,1
34,79,259,-9,75,2.14,1594,sport,highway,0
93,26,184,25,85,1.86,1615,normal,urban,0
72,24,208,34,30,3.97,1260,sport,highway,0
49,20,260,40,73,1.43,2432,eco,urban,0
90,49,283,-1,76,1.41,2437,eco,highway,1
99,72,258,5,57,3.68,1720,sport,urban,1
24,39,10,21,48,3.47,2359,normal,rural,1
47,94,171,43,47,1.06,2200,normal,urban,0
78,58,124,9,52,2.76,1295,normal,rural,1
35,75,16,28,35,0.5,1602,sport,rural,1
83,59,293,9,80,4.76,1897,sport,highway,1
97,70,126,13,39,2.31,2348,sport,rural,1
57,56,233,10,49,3.03,1339,normal,urban,0
28,98,105,-2,64,3.93,2332,sport,urban,0
68,38,130,10,68,4.52,2085,sport,highway,1
51,29,156,43,62,4.12,2327,eco,highway,0
71,34,183,27,78,0.78,2312,sport,urban,0
76,54,48,39,31,4.88,1990,normal,rural,1
28,42,56,-3,56,1.72,1713,sport,highway,0
97,99,235,34,56,3.59,1946,normal,urban,1
88,82,13,37,69,3.38,2116,normal,rural,0
67,24,182,10,71,3.06,2337,normal,highway,0
76,54,48,39,31,4.88,1990,normal,rural,1
97,84,21,37,83,2.93,1582,normal,rural,0
67,59,161,24,67,3.04,1424,sport,highway,1
55,41,115,32,57,3.31,1457,normal,highway,0
57,25,190,9,24,1.1,1503,eco,urban,0
94,30,284,39,39,1.09,1687,normal,rural,1
71,26,185,31,40,2.64,2459,eco,urban,0
40,88,34,38,23,3.9,1568,normal,highway,0
93,82,139,6,64,1.63,2072,normal,highway,1
57,83,260,13,66,2.16,2408,normal,highway,1
82,58,23,-1,53,2.64,2018,eco,rural,1
67,54,21,24,44,2.89,1847,normal,highway,0
22,89,31,1,70,3.4,1087,sport,rural,0
43,53,30,22,45,1.8,1434,sport,highway,1
42,38,271,2,65,0.56,1816,normal,highway,1
81,75,129,33,75,4.76,2150,sport,urban,0
33,31,140,38,38,2.9,1585,eco,urban,1
81,82,89,2,33,2.23,1451,normal,rural,1
81,68,71,43,33,0.85,1656,normal,rural,0
61,86,252,-3,20,4.81,1283,sport,highway,0
77,66,203,18,28,2.61,1362,sport,urban,1
22,94,162,35,68,3.75,1559,normal,rural,1
35,86,190,6,38,2.41,2288,sport,urban,1
52,28,233,-9,39,1.91,2210,sport,highway,1
35,91,128,7,72,2.47,2126,eco,urban,1
77,95,276,10,51,2.73,1160,eco,rural,1
82,70,91,21,87,3.3,1528,sport,highway,1
39,40,32,27,78,4.28,1508,sport,urban,1
69,86,298,39,53,2.63,1757,normal,rural,1
75,53,152,36,64,3.66,1837,sport,rural,1
21,32,298,17,80,1.59,2184,sport,urban,1
46,66,85,5,21,2.27,1394,normal,highway,1
38,74,254,-3,58,3.62,2378,sport,highway,0
88,53,290,41,46,2.72,1313,sport,rural,0
34,74,211,5,57,3.1,2257,normal,rural,0
93,90,204,-3,31,0.66,1002,sport,highway,1
49,66,278,12,64,4.14,2364,sport,rural,0
38,93,98,14,22,3.92,1061,sport,urban,0
49,48,138,-1,35,0.68,1139,sport,urban,0
33,56,243,30,44,3.78,1937,eco,urban,0
44,57,236,31,34,0.74,2061,normal,rural,0
66,55,187,26,41,1.74,1929,sport,highway,1
56,85,129,0,39,1.42,1670,eco,urban,1
37,45,168,22,49,2.94,1386,normal,rural,1
67,25,202,35,70,0.78,2088,sport,rural,1
22,27,38,19,89,4.08,1914,eco,rural,0
63,53,161,44,38,1.52,1777,eco,rural,1
23,53,112,8,23,2.28,1424,normal,rural,0
97,55,216,15,31,1.23,1024,sport,highway,0
73,78,278,11,59,2.81,1238,eco,urban,0
24,27,61,29,83,1.1,1890,normal,rural,0
75,93,233,-3,60,4.5,1801,sport,rural,0
80,25,67,-4,21,3.46,1859,sport,urban,1
45,85,236,26,67,2.58,1552,normal,urban,1
61,89,20,-9,52,2.68,2041,normal,urban,0
29,71,75,31,54,3.35,1338,eco,highway,0
80,47,248,2,82,4.95,2233,sport,rural,0
61,24,21,-4,60,4.5,2341,normal,highway,1
58,34,59,30,39,3.97,1498,eco,urban,0
67,59,161,24,67,3.04,1424,sport,highway,1
46,81,156,3,49,0.57,1543,sport,urban,0
42,27,294,-9,38,2.85,2423,sport,urban,0
73,68,93,25,82,1.7,1152,normal,highway,0
42,27,294,-9,38,2.85,2423,sport,urban,0
35,57,101,40,77,1.13,1114,eco,rural,1
43,54,183,4,79,1.06,1424,eco,highway,0
77,71,175,41,25,4.51,1136,normal,rural,0
44,24,242,29,72,3.53,2150,normal,highway,0
81,85,149,-7,61,2.52,2177,eco,highway,1
40,72,230,33,42,4.28,1404,normal,rural,0
99,24,202,31,88,4.02,1821,sport,rural,1
71,80,250,28,60,4.23,2091,eco,urban,0
20,95,64,39,83,3.7,2474,normal,highway,1
81,30,66,31,73,4.83,2473,sport,rural,1
72,95,82,16,49,2.88,1448,normal,urban,0
56,96,196,15,54,2.8,1265,eco,highway,1
95,60,68,38,60,4.59,2230,eco,highway,1
43,31,184,7,60,2.45,2026,eco,rural,1
38,20,283,30,22,3.18,1096,eco,highway,0
99,84,110,-10,28,4.22,1018,sport,rural,0
84,55,89,17,86,1.51,1633,eco,rural,0
90,26,188,36,58,1.18,1043,sport,urban,0
73,63,49,19,52,3.31,1945,eco,highway,1
51,57,223,18,70,4.88,1652,normal,highway,0
33,29,108,10,59,3.23,1620,normal,urban,1
85,88,298,21,82,3.16,2230,normal,highway,1
73,91,282,9,52,2.07,1894,normal,rural,0
55,80,56,33,50,1.14,2443,sport,highway,0
59,62,120,-6,70,2.57,1238,sport,highway,1
80,25,67,-4,21,3.46,1859,sport,urban,1
73,51,232,7,74,1.41,2491,eco,rural,0
51,40,186,21,55,3.96,2260,normal,urban,1
39,46,169,-2,82,2.15,1973,sport,urban,1
35,88,16,-9,61,2.45,1559,normal,rural,1
64,76,274,35,86,1.23,1768,sport,highway,1
58,34,90,6,38,2.11,1068,eco,urban,0
97,70,126,13,39,2.31,2348,sport,rural,1
43,94,140,-10,65,0.63,1541,normal,highway,0
26,98,83,12,82,2.24,2275,normal,highway,1
31,81,252,2,59,1.39,2292,sport,highway,1
49,43,245,14,65,0.76,1060,sport,highway,1
96,37,152,28,40,2.05,1974,eco,urban,1
48,47,37,34,53,3.45,1833,normal,urban,1
38,36,246,12,80,3.57,2337,sport,rural,1
48,47,37,34,53,3.45,1833,normal,urban,1
36,85,81,40,41,2.56,2270,normal,highway,1
71,74,21,34,40,4.29,1567,eco,highway,1
35,55,36,40,79,1.89,1298,normal,highway,0
31,98,287,24,25,3.5,2208,eco,urban,0
21,76,195,-8,69,2.52,1202,sport,highway,0
77,23,111,35,81,4.64,1155,eco,rural,1
98,44,157,-8,58,1.75,1413,eco,urban,0
27,88,167,26,83,3.07,2474,sport,rural,0
81,66,174,25,62,2.74,1347,sport,highway,1
45,68,19,26,80,0.68,1322,eco,urban,0
61,79,35,42,34,4.13,1715,eco,highway,0
29,92,114,18,52,0.54,1629,eco,highway,0
42,38,271,2,65,0.56,1816,normal,highway,1
78,89,244,22,58,0.71,1493,eco,rural,0
68,75,181,-7,46,4.8,2082,eco,urban,0
31,90,172,-6,20,1.36,1556,normal,highway,1
54,49,194,-4,66,4.91,1480,eco,rural,1
94,59,178,-10,89,1.72,2466,normal,rural,1
71,80,250,28,60,4.23,2091,eco,urban,0
36,83,69,23,45,3.55,2029,sport,rural,0
64,52,55,10,20,0.84,1498,normal,urban,0
23,59,280,-5,87,0.54,1880,eco,urban,1
69,96,146,25,23,4.46,2341,normal,rural,1
49,66,278,12,64,4.14,2364,sport,rural,0
95,73,229,7,40,3.5,1504,normal,urban,1
61,48,131,28,65,1.16,1957,normal,rural,0
88,73,222,-7,54,2.65,1667,normal,urban,1
88,53,290,41,46,2.72,1313,sport,rural,0
48,57,260,17,74,4.39,2131,normal,highway,1
21,81,69,7,22,0.52,1062,eco,rural,1
54,82,173,-10,44,2.78,1220,eco,urban,0
66,76,168,23,30,3.73,2096,normal,highway,1
36,83,69,23,45,3.55,2029,sport,rural,0
77,62,156,15,28,4.98,1304,eco,urban,0
74,46,273,11,72,2.94,2164,normal,urban,0
81,55,114,23,52,0.85,1378,normal,urban,1
84,52,23,-3,47,3.1,1731,sport,highway,1
64,53,187,-8,74,2.69,2189,sport,highway,1
20,59,164,-9,34,2.45,1444,sport,urban,1
63,53,161,44,38,1.52,1777,eco,rural,1
79,64,232,17,44,1.59,1945,sport,rural,1
26,21,84,24,67,1.92,2152,normal,rural,0
70,29,298,28,76,2.25,1757,normal,urban,0
52,42,13,4,46,3.55,1962,sport,rural,1
68,75,181,-7,46,4.8,2082,eco,urban,0
84,42,20,21,88,0.59,2338,eco,urban,1
77,23,111,35,81,4.64,1155,eco,rural,1
72,52,210,20,27,4.84,1330,sport,highway,1
79,25,51,-4,84,0.61,1516,sport,urban,1
83,68,158,43,39,1.19,2107,eco,highway,1
36,60,54,10,84,1.78,1588,eco,urban,1
25,55,273,-4,45,0.84,1757,normal,urban,0
54,70,281,10,34,2.33,2375,eco,rural,1
34,40,14,38,79,3.82,2160,sport,highway,1
92,36,12,30,80,0.99,2082,eco,rural,1
41,92,82,-4,44,2.77,2149,sport,highway,1
55,80,56,33,50,1.14,2443,sport,highway,0
95,28,31,-1,28,4.51,1311,normal,rural,0
63,53,161,44,38,1.52,1777,eco,rural,1
94,81,275,-10,76,3.12,1573,eco,rural,0
36,42,202,16,52,3.71,2063,eco,urban,1
23,23,185,28,33,3.31,1680,sport,rural,0
72,98,25,11,83,4.75,1229,normal,highway,0
41,50,112,41,58,1.81,1411,eco,rural,1
59,48,154,2,59,4.56,1733,eco,rural,1
77,45,252,38,27,1.95,1961,normal,highway,0
67,58,175,-1,34,1.53,1645,normal,urban,0
43,70,276,4,59,4.81,2437,sport,rural,0
49,20,260,40,73,1.43,2432,eco,urban,0
38,64,26,26,62,1.84,1134,sport,rural,0
77,42,23,-1,33,4.92,1639,normal,rural,1
71,76,285,17,30,1.77,2115,eco,rural,0
42,66,105,41,63,0.55,1946,eco,urban,1
41,34,204,-9,30,2.16,1276,eco,rural,0
91,69,45,38,22,1.48,2202,sport,highway,0
43,20,184,20,81,4.01,1560,normal,urban,1
36,57,12,27,82,1.44,2340,sport,rural,0
77,42,46,44,22,3.38,2023,eco,rural,0
69,25,26,-10,59,4.84,2211,eco,rural,0
89,83,164,7,76,3.87,1832,eco,highway,1
55,37,116,29,65,2.39,2279,eco,urban,0
79,93,25,38,57,2.06,2415,sport,highway,1
56,85,129,0,39,1.42,1670,eco,urban,1
37,56,16,19,67,3.95,2364,sport,urban,0
32,68,75,8,74,1.58,1332,eco,highway,0
20,70,236,3,52,2.24,1801,normal,highway,1
83,54,113,20,22,1.22,2120,eco,highway,0
46,23,68,22,89,2.11,1867,eco,urban,1
31,93,44,43,70,4.26,1806,sport,rural,0
73,51,232,7,74,1.41,2491,eco,rural,0
99,90,163,21,67,0.55,1607,normal,urban,1
91,77,91,10,44,3.78,1922,normal,rural,1
48,61,63,-6,76,3.83,1082,eco,rural,0
72,98,25,11,83,4.75,1229,normal,highway,0
54,22,143,-8,89,4.33,1644,sport,urban,0
70,51,235,-5,76,4.99,1880,eco,urban,0
22,94,162,35,68,3.75,1559,normal,rural,1
27,97,95,26,79,2.5,1016,eco,highway,0
44,73,260,29,64,3.94,1924,sport,highway,1
90,49,283,-1,76,1.41,2437,eco,highway,1
31,57,293,1,68,3.22,2389,sport,rural,0
55,64,16,8,36,4.97,2435,sport,rural,1
28,75,81,25,23,4.12,1609,eco,rural,1
74,70,165,4,68,1.34,1316,eco,highway,1
32,39,93,16,38,0.7,2456,eco,highway,0
82,25,136,4,38,0.72,1924,eco,rural,1
56,96,196,15,54,2.8,1265,eco,highway,1
55,48,85,24,39,4.83,1937,sport,urban,1
27,80,296,12,36,1.49,1634,sport,urban,0
84,55,89,17,86,1.51,1633,eco,rural,0
66,76,168,23,30,3.73,2096,normal,highway,1
65,38,227,-9,38,1.32,1954,sport,rural,0
43,53,30,22,45,1.8,1434,sport,highway,1
25,64,225,-8,35,2.33,1369,sport,urban,0
40,48,285,13,54,2.83,2145,eco,urban,0
94,82,98,-9,76,0.83,2432,sport,highway,0
76,97,154,33,29,2.33,1841,sport,rural,0
28,72,283,8,88,1.86,1449,eco,urban,0
77,45,252,38,27,1.95,1961,normal,highway,0
21,56,275,5,40,3.01,1568,sport,highway,0
40,63,48,24,52,1.83,1302,eco,highway,1
31,57,53,41,58,3.16,2147,sport,rural,1
76,97,154,33,29,2.33,1841,sport,rural,0
40,63,48,24,52,1.83,1302,eco,highway,1
20,94,98,19,57,4.13,1998,sport,urban,1
39,45,129,36,30,0.72,1987,sport,rural,1
27,82,48,2,36,2.8,1917,sport,rural,0
82,45,33,21,66,1.04,1086,sport,urban,1
79,70,233,-7,44,3.67,1091,normal,rural,0
85,31,250,-3,26,3.26,1261,normal,rural,1
33,23,269,26,24,1.85,2271,normal,highway,0
81,68,26,34,77,1.8,1196,eco,urban,1
38,93,31,43,64,2.5,1831,normal,highway,1
52,97,286,-6,36,2.29,1596,sport,highway,1
54,20,279,39,64,2.7,1517,normal,urban,0
27,48,95,35,23,1.38,2019,sport,rural,1
28,21,145,21,60,4.93,1649,sport,rural,1
82,60,85,1,37,4.9,1387,normal,urban,0
66,74,71,28,83,2.65,1661,eco,urban,0
84,39,78,6,70,4.01,1370,sport,highway,0
26,98,83,12,82,2.24,2275,normal,highway,1
96,46,116,22,43,0.54,2472,sport,highway,1
81,68,26,34,77,1.8,1196,eco,urban,1
77,42,46,44,22,3.38,2023,eco,rural,0
51,45,228,4,42,4.78,2237,sport,highway,0
57,86,151,-1,29,3.69,2201,eco,urban,0
52,42,13,4,46,3.55,1962,sport,rural,1
82,45,33,21,66,1.04,1086,sport,urban,1
55,33,173,19,28,2.16,1120,eco,urban,1
36,60,54,10,84,1.78,1588,eco,urban,1
26,21,84,24,67,1.92,2152,normal,rural,0
44,24,242,29,72,3.53,2150,normal,highway,0
42,85,232,0,77,0.9,1741,normal,urban,0
31,36,234,-1,71,2.29,1383,sport,urban,1
33,23,269,26,24,1.85,2271,normal,highway,0
28,42,56,-3,56,1.72,1713,sport,highway,0
67,84,180,24,68,4.41,1165,sport,rural,1
80,47,248,2,82,4.95,2233,sport,rural,0
81,36,13,44,49,4.07,2318,sport,rural,1
22,89,222,44,47,1.38,2460,normal,rural,0
68,38,130,10,68,4.52,2085,sport,highway,1
94,83,236,15,42,3.6,1463,normal,highway,1
72,72,297,13,73,4.85,1360,normal,rural,0
52,97,286,-6,36,2.29,1596,sport,highway,1
20,76,231,44,63,1.25,1511,normal,rural,0
29,64,180,13,75,1.77,1095,sport,highway,0
52,39,201,27,43,2.75,1822,normal,rural,1
81,48,29,40,56,0.81,2224,eco,rural,0
75,53,152,36,64,3.66,1837,sport,rural,1
97,99,235,34,56,3.59,1946,normal,urban,1
69,86,298,39,53,2.63,1757,normal,rural,1
81,20,33,41,83,1.61,1631,eco,rural,1
77,62,156,15,28,4.98,1304,eco,urban,0
36,82,139,3,89,2.28,1139,eco,urban,0
86,84,297,7,23,3.4,1195,normal,urban,1
87,53,68,29,68,1.14,1274,normal,highway,1
86,94,91,25,68,1.92,1795,eco,highway,0
22,47,49,1,80,1.05,1943,eco,urban,1
52,36,102,7,72,3.77,2363,eco,urban,1
67,25,202,35,70,0.78,2088,sport,rural,1
34,74,211,5,57,3.1,2257,normal,rural,0
68,75,181,-7,46,4.8,2082,eco,urban,0
28,93,95,10,37,2.4,1527,eco,rural,0
49,30,102,10,80,3.98,1108,normal,highway,1
54,94,207,31,45,4.67,2102,sport,highway,0
28,98,105,-2,64,3.93,2332,sport,urban,0
80,59,291,-4,60,2.23,2093,sport,highway,0
23,53,112,8,23,2.28,1424,normal,rural,0
56,27,251,32,71,3.92,1771,normal,highway,1
53,73,117,39,50,4.84,1097,sport,highway,0
73,91,282,9,52,2.07,1894,normal,rural,0
49,43,245,14,65,0.76,1060,sport,highway,1
82,70,91,21,87,3.3,1528,sport,highway,1
55,72,82,14,46,3.21,1735,normal,highway,1
82,69,227,30,89,3.55,1300,normal,highway,1
55,48,85,24,39,4.83,1937,sport,urban,1
97,70,126,13,39,2.31,2348,sport,rural,1
64,57,278,21,82,2.19,1595,eco,highway,0
75,93,233,-3,60,4.5,1801,sport,rural,0
73,91,282,25,43,0.68,2227,eco,urban,1
20,70,236,3,52,2.24,1801,normal,highway,1
73,68,93,25,82,1.7,1152,normal,highway,0
