Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV3266,Li-ion,Truck,-0.3,381.8,58.2,32.7,21.1,76.36,in demand
EV3431,Li-ion,Hatchback,26.2,332.9,30.9,39.8,17.7,66.58,in demand
EV1305,LiFePO4,Hatchback,11.4,251.4,58.5,54.2,3.4,50.28,in demand
EV0237,NiMH,Sedan,38.1,218.4,76.6,91.2,10.2,43.68,in demand
EV2600,NiMH,Truck,34.2,10.8,44.9,25.5,88.0,2.16,not in demand
EV0521,Li-ion,Sedan,39.7,393.2,83.1,58.8,80.4,78.64,in demand
EV2574,LiFePO4,SUV,6.8,16.8,51.9,32.2,63.4,3.36,not in demand
EV3281,LiFePO4,Truck,6.4,499.7,1.2,58.1,50.0,99.94,in demand
EV3187,LiFePO4,Hatchback,32.0,82.1,74.3,66.4,0.3,16.42,not in demand
EV2769,NiMH,SUV,10.4,370.8,81.4,23.4,40.3,74.16,in demand
EV0736,Li-ion,Sedan,28.6,352.1,24.2,63.7,44.5,70.42,in demand
EV2067,LiFePO4,Truck,44.8,458.7,26.4,56.2,83.5,91.74,in demand
EV0065,NiMH,Hatchback,-4.9,94.9,17.8,22.3,12.7,18.98,not in demand
EV2107,Li-ion,Truck,-4.9,57.3,15.3,89.8,29.0,11.46,not in demand
EV2680,Li-ion,Truck,18.1,305.8,53.1,66.9,39.2,61.16,in demand
EV3230,NiMH,Hatchback,2.8,67.4,81.0,61.1,41.2,13.48,not in demand
EV2762,LiFePO4,Truck,27.9,382.6,41.2,56.0,82.0,76.52,in demand
EV0593,NiMH,Truck,-2.7,170.2,28.2,42.2,116.0,34.04,not in demand
EV1304,LiFePO4,Hatchback,26.3,299.3,38.2,79.0,68.7,59.86,in demand
EV1388,NiMH,SUV,14.4,186.3,45.5,69.2,93.9,37.26,not in demand
EV2633,Li-ion,Truck,-8.1,434.0,16.9,33.6,0.6,86.8,in demand
EV1900,LiFePO4,SUV,42.4,148.0,54.3,69.4,96.9,29.6,not in demand
EV2301,NiMH,Hatchback,30.0,495.3,40.5,88.1,47.8,99.06,in demand
EV1891,Li-ion,Sedan,44.1,80.1,6.5,78.0,90.0,16.02,not in demand
EV2988,LiFePO4,Sedan,21.4,143.6,63.0,97.5,28.4,28.72,not in demand
EV0474,Li-ion,Sedan,-6.9,76.6,11.1,84.2,97.7,15.32,not in demand
EV3298,NiMH,SUV,9.2,365.8,73.6,45.9,57.0,73.16,in demand
EV0905,LiFePO4,Sedan,-0.2,166.5,96.7,35.5,103.8,33.3,not in demand
EV1048,Li-ion,Truck,11.7,443.6,61.6,52.4,46.0,88.72,in demand
EV1280,NiMH,Hatchback,39.3,358.2,84.9,89.9,18.1,71.64,in demand
EV0934,LiFePO4,Hatchback,0.6,243.8,51.0,83.2,118.4,48.76,in demand
EV0300,NiMH,Sedan,39.7,412.8,61.4,65.2,110.6,82.56,in demand
EV2309,Li-ion,Hatchback,14.2,371.4,41.1,33.6,58.3,74.28,in demand
EV1556,NiMH,Sedan,14.2,254.1,8.5,98.2,49.0,50.82,in demand
EV2587,NiMH,Hatchback,38.1,234.7,5.6,75.9,46.9,46.94,in demand
EV3191,Li-ion,Sedan,-4.2,240.9,2.8,48.0,1.2,48.18,in demand
EV0746,LiFePO4,Hatchback,2.1,85.0,63.4,21.3,87.3,17.0,not in demand
EV0707,LiFePO4,SUV,40.4,349.1,67.3,97.1,22.9,69.82,in demand
EV3463,Li-ion,SUV,19.2,66.1,98.4,87.2,116.5,13.22,not in demand
EV3071,Li-ion,Hatchback,37.5,365.1,38.7,27.7,26.0,73.02,in demand
EV0746,LiFePO4,Hatchback,2.1,85.0,63.4,21.3,87.3,17.0,not in demand
EV0098,LiFePO4,Truck,21.5,359.5,68.6,82.9,52.7,71.9,in demand
EV1940,Li-ion,SUV,42.8,482.0,26.0,27.8,61.2,96.4,in demand
EV3183,NiMH,Sedan,-8.4,444.4,69.9,38.5,42.3,88.88,in demand
EV2863,NiMH,Hatchback,15.7,163.6,71.5,83.7,79.2,32.72,not in demand
EV2133,Li-ion,Truck,10.9,130.3,0.6,93.7,107.7,26.06,not in demand
EV0514,Li-ion,SUV,7.8,455.3,89.1,38.1,59.8,91.06,in demand
EV0082,Li-ion,Truck,12.3,487.2,33.9,70.1,82.8,97.44,in demand
EV1829,NiMH,Hatchback,29.3,4.1,68.1,79.9,21.0,0.82,not in demand
EV1309,LiFePO4,Sedan,29.5,162.5,53.8,31.0,68.1,32.5,not in demand
EV0452,Li-ion,Truck,21.8,443.9,7.3,20.7,65.7,88.78,in demand
EV0915,Li-ion,SUV,-5.4,393.5,12.7,71.8,103.7,78.7,in demand
EV3453,LiFePO4,SUV,31.2,471.2,84.7,99.5,102.9,94.24,in demand
EV3435,NiMH,Truck,29.8,421.2,51.5,94.5,65.6,84.24,in demand
EV0084,Li-ion,Truck,-6.4,256.3,59.3,90.4,51.6,51.26,in demand
EV3157,NiMH,Truck,19.4,87.3,17.5,77.9,55.7,17.46,not in demand
EV2199,LiFePO4,Hatchback,6.7,39.4,44.5,61.1,100.5,7.88,not in demand
EV2550,NiMH,Sedan,2.5,144.0,10.4,92.5,7.0,28.8,not in demand
EV0775,Li-ion,SUV,40.9,325.4,60.2,41.2,69.0,65.08,in demand
EV0330,LiFePO4,Hatchback,-7.7,218.1,76.3,67.1,84.8,43.62,in demand
EV2055,NiMH,Sedan,-4.8,208.2,51.1,88.9,76.2,41.64,in demand
EV2002,Li-ion,SUV,29.8,363.4,86.3,72.3,8.4,72.68,in demand
EV0944,LiFePO4,Truck,28.9,76.1,4.9,36.6,56.8,15.22,not in demand
EV0823,NiMH,Sedan,30.1,380.6,61.6,21.7,82.8,76.12,in demand
EV2370,LiFePO4,Truck,28.0,393.3,2.7,75.9,35.5,78.66,in demand
EV0910,LiFePO4,Truck,0.5,277.1,89.2,38.8,66.3,55.42,in demand
EV2517,NiMH,Truck,39.5,337.6,24.7,22.8,47.0,67.52,in demand
EV0182,LiFePO4,Sedan,-0.1,149.3,66.4,52.8,92.7,29.86,not in demand
EV0165,NiMH,Sedan,17.5,334.8,57.0,31.3,103.5,66.96,in demand
EV1524,LiFePO4,Hatchback,-2.5,311.9,98.6,57.6,36.6,62.38,in demand
EV0452,Li-ion,Truck,21.8,443.9,7.3,20.7,65.7,88.78,in demand
EV2539,NiMH,SUV,14.1,217.4,41.8,88.2,85.5,43.48,in demand
EV1058,Li-ion,Truck,4.9,203.9,73.7,41.7,72.7,40.78,in demand
EV1582,NiMH,Truck,-8.9,385.3,38.0,37.4,16.3,77.06,in demand
EV1312,Li-ion,Hatchback,20.3,10.3,30.4,70.1,29.1,2.06,not in demand
EV3150,NiMH,Sedan,32.9,305.7,20.9,83.0,95.8,61.14,in demand
EV1112,Li-ion,Hatchback,-7.4,392.2,65.9,95.1,102.6,78.44,in demand
EV1948,NiMH,SUV,11.2,35.7,45.6,51.5,60.4,7.14,not in demand
EV0971,LiFePO4,Hatchback,11.3,482.7,20.8,59.6,78.8,96.54,in demand
EV3490,NiMH,Hatchback,10.4,78.0,20.3,42.6,8.6,15.6,not in demand
EV1288,NiMH,Sedan,28.8,84.8,62.5,70.3,18.0,16.96,not in demand
EV1998,NiMH,Hatchback,26.5,383.6,59.6,70.0,44.3,76.72,in demand
EV0886,NiMH,Truck,18.1,261.3,2.8,47.5,109.9,52.26,in demand
EV2045,NiMH,Truck,25.1,400.4,67.8,83.1,62.5,80.08,in demand
EV2361,NiMH,SUV,-4.8,265.1,25.4,90.2,4.4,53.02,in demand
EV2439,NiMH,SUV,37.2,135.1,99.1,63.7,15.3,27.02,not in demand
EV3301,LiFePO4,SUV,0.1,345.3,57.1,40.5,13.2,69.06,in demand
EV3311,Li-ion,Truck,-1.7,269.1,89.9,77.3,29.6,53.82,in demand
EV1392,Li-ion,Sedan,44.1,227.8,1.6,96.5,119.8,45.56,in demand
EV3126,NiMH,SUV,-4.1,475.1,56.5,81.9,25.1,95.02,in demand
EV0328,NiMH,Sedan,-8.8,321.8,29.1,60.7,25.3,64.36,in demand
EV1791,LiFePO4,SUV,40.1,493.2,86.7,56.5,19.4,98.64,in demand
EV2491,Li-ion,Truck,40.2,174.0,42.3,95.6,82.9,34.8,not in demand
EV2007,LiFePO4,Sedan,35.0,27.5,97.7,76.4,113.6,5.5,not in demand
EV2008,NiMH,Sedan,27.6,93.7,5.2,43.3,103.7,18.74,not in demand
EV1859,Li-ion,Hatchback,12.4,396.3,60.3,85.6,16.2,79.26,in demand
EV1885,Li-ion,Truck,0.1,322.8,16.1,87.5,111.4,64.56,in demand
EV0313,LiFePO4,Sedan,-6.7,239.3,5.3,72.1,102.5,47.86,in demand
EV0833,NiMH,Truck,-7.0,209.5,10.2,27.3,68.9,41.9,in demand
EV3080,NiMH,Truck,35.0,128.2,81.5,63.4,22.8,25.64,not in demand
EV2873,LiFePO4,Hatchback,37.9,260.1,58.5,30.8,108.1,52.02,in demand
EV3463,Li-ion,SUV,19.2,66.1,98.4,87.2,116.5,13.22,not in demand
EV1202,Li-ion,Hatchback,-5.6,313.8,88.9,94.8,20.3,62.76,in demand
EV2042,NiMH,SUV,0.7,147.4,2.7,21.8,40.0,29.48,not in demand
EV3480,LiFePO4,Hatchback,42.3,178.7,76.6,75.9,85.0,35.74,not in demand
EV0019,NiMH,Truck,-0.9,301.3,51.9,61.8,3.8,60.26,in demand
EV2135,LiFePO4,Truck,-0.3,168.4,27.8,84.2,78.4,33.68,not in demand
EV3452,LiFePO4,Hatchback,13.0,61.2,47.3,96.5,98.3,12.24,not in demand
EV2210,LiFePO4,Sedan,28.7,388.1,64.8,66.8,62.4,77.62,in demand
EV1902,NiMH,Hatchback,29.3,84.7,11.2,44.9,101.6,16.94,not in demand
EV1482,Li-ion,Truck,27.5,53.4,31.1,69.7,34.7,10.68,not in demand
EV0778,Li-ion,Truck,27.9,224.4,70.1,82.6,21.5,44.88,in demand
EV0800,LiFePO4,Truck,37.0,383.4,35.0,61.8,7.7,76.68,in demand
EV3493,Li-ion,Sedan,28.8,190.4,99.0,32.0,102.3,38.08,not in demand
EV2017,NiMH,Sedan,-3.2,121.9,80.2,35.0,69.0,24.38,not in demand
EV0055,NiMH,Sedan,7.5,320.1,14.7,77.3,64.8,64.02,in demand
EV2973,NiMH,Sedan,24.9,260.6,55.0,63.5,1.5,52.12,in demand
EV3336,NiMH,Sedan,30.4,461.6,34.5,71.8,23.0,92.32,in demand
EV1921,NiMH,Sedan,24.2,71.0,84.7,37.1,47.1,14.2,not in demand
EV0539,NiMH,Hatchback,3.4,260.1,58.4,79.4,12.1,52.02,in demand
EV0659,LiFePO4,Hatchback,14.9,395.4,71.5,32.2,14.6,79.08,in demand
EV0947,Li-ion,SUV,22.0,477.9,75.2,93.6,43.6,95.58,in demand
EV1702,Li-ion,Hatchback,3.0,286.8,60.1,81.6,63.0,57.36,in demand
EV3294,NiMH,Sedan,24.0,296.5,59.7,33.1,86.1,59.3,in demand
EV2162,LiFePO4,Hatchback,8.0,389.8,43.1,79.6,83.8,77.96,in demand
EV1137,Li-ion,Hatchback,27.1,106.9,25.7,66.0,114.5,21.38,not in demand
EV0988,NiMH,Truck,16.1,147.0,67.1,60.0,86.5,29.4,not in demand
EV2550,NiMH,Sedan,2.5,144.0,10.4,92.5,7.0,28.8,not in demand
EV0194,Li-ion,Hatchback,-7.7,146.8,22.2,50.8,10.8,29.36,not in demand
EV3058,LiFePO4,Truck,-5.8,491.8,46.5,24.9,59.7,98.36,in demand
EV3247,LiFePO4,Sedan,0.7,199.1,3.8,37.5,33.9,39.82,not in demand
EV1395,NiMH,SUV,-7.1,351.0,57.0,44.4,18.7,70.2,in demand
EV2638,NiMH,SUV,37.2,207.9,63.1,92.3,21.2,41.58,in demand
EV0769,Li-ion,Hatchback,35.4,499.9,62.6,62.7,64.6,99.98,in demand
EV1338,LiFePO4,Sedan,-9.9,178.4,85.9,99.1,55.9,35.68,not in demand
EV3091,LiFePO4,Truck,-2.6,176.4,97.9,40.2,62.3,35.28,not in demand
EV3496,Li-ion,Truck,2.2,384.7,42.3,47.9,26.5,76.94,in demand
EV3216,LiFePO4,Truck,29.3,83.0,80.5,31.2,99.0,16.6,not in demand
EV0286,LiFePO4,Truck,4.9,217.9,88.3,53.1,26.3,43.58,in demand
EV3057,Li-ion,Truck,17.8,229.4,97.3,20.9,6.1,45.88,in demand
EV0429,NiMH,Truck,17.2,103.1,40.3,75.8,89.1,20.62,not in demand
EV1555,LiFePO4,Sedan,43.2,209.9,68.4,88.0,108.0,41.98,in demand
EV2333,NiMH,Truck,22.3,318.5,71.5,91.8,92.2,63.7,in demand
EV2718,LiFePO4,Sedan,21.1,322.7,52.8,91.2,94.7,64.54,in demand
EV2080,NiMH,Hatchback,15.3,257.5,66.0,69.7,91.1,51.5,in demand
EV3390,LiFePO4,Truck,-7.0,379.4,56.1,26.5,119.3,75.88,in demand
EV0723,Li-ion,SUV,-3.6,472.9,55.8,42.3,105.9,94.58,in demand
EV0952,Li-ion,Sedan,8.1,429.7,79.2,59.1,30.7,85.94,in demand
EV3250,Li-ion,Truck,18.0,200.8,19.0,51.3,95.1,40.16,in demand
EV2163,NiMH,Hatchback,-3.6,287.6,87.0,59.1,102.4,57.52,in demand
EV2263,NiMH,Truck,32.7,419.3,10.2,86.6,27.9,83.86,in demand
EV0990,NiMH,Truck,31.3,79.3,58.6,92.9,19.8,15.86,not in demand
EV3213,Li-ion,Hatchback,26.8,297.6,43.4,59.3,5.6,59.52,in demand
EV1760,NiMH,SUV,42.7,280.4,80.2,73.3,70.0,56.08,in demand
EV0747,Li-ion,Hatchback,0.2,167.7,84.4,54.5,1.9,33.54,not in demand
EV0327,Li-ion,Truck,21.9,236.4,59.5,45.9,20.5,47.28,in demand
EV2609,Li-ion,Truck,6.7,358.3,75.6,90.9,18.6,71.66,in demand
EV1384,Li-ion,Hatchback,32.8,84.1,54.6,93.6,65.3,16.82,not in demand
EV1725,Li-ion,Sedan,26.2,246.5,17.9,45.8,15.1,49.3,in demand
EV1087,Li-ion,SUV,17.8,74.2,51.3,42.2,53.3,14.84,not in demand
EV2524,NiMH,SUV,19.2,126.3,53.3,77.7,35.3,25.26,not in demand
EV0342,NiMH,Truck,8.3,488.7,13.1,50.9,64.7,97.74,in demand
EV0955,NiMH,Hatchback,3.7,407.9,73.1,95.6,117.8,81.58,in demand
EV0148,LiFePO4,Truck,6.7,289.9,67.1,28.2,42.4,57.98,in demand
EV0689,NiMH,Sedan,19.6,89.6,21.9,43.6,98.7,17.92,not in demand
EV3433,LiFePO4,Sedan,41.2,353.1,46.9,98.3,4.2,70.62,in demand
EV1108,LiFePO4,Sedan,3.3,207.8,92.4,21.0,55.4,41.56,in demand
EV0849,Li-ion,SUV,7.2,35.9,91.6,57.6,109.5,7.18,not in demand
EV0967,LiFePO4,Hatchback,34.3,144.1,22.6,79.1,30.4,28.82,not in demand
EV2901,LiFePO4,Truck,9.2,398.4,20.1,31.1,62.7,79.68,in demand
EV1493,NiMH,Sedan,22.6,220.6,90.7,99.0,106.5,44.12,in demand
EV0102,LiFePO4,Sedan,44.7,441.2,6.3,87.5,87.7,88.24,in demand
EV2204,Li-ion,Truck,28.4,356.0,65.2,68.0,80.1,71.2,in demand
EV2714,NiMH,Truck,33.4,356.7,38.9,43.6,15.1,71.34,in demand
EV0662,Li-ion,Hatchback,34.8,102.1,75.4,45.4,73.5,20.42,not in demand
EV1003,LiFePO4,Truck,29.5,327.7,74.1,69.2,36.9,65.54,in demand
EV0063,NiMH,Truck,20.5,406.0,24.0,91.9,23.5,81.2,in demand
EV0285,Li-ion,Truck,38.6,7.7,19.1,85.8,111.8,1.54,not in demand
EV2225,NiMH,Hatchback,0.7,382.4,43.3,52.5,106.7,76.48,in demand
EV1497,NiMH,Sedan,33.1,401.2,53.4,76.8,38.3,80.24,in demand
EV1880,LiFePO4,Truck,1.9,362.5,11.4,52.0,36.8,72.5,in demand
EV2819,LiFePO4,Hatchback,39.7,432.5,71.0,69.1,21.7,86.5,in demand
EV3058,LiFePO4,Truck,-5.8,491.8,46.5,24.9,59.7,98.36,in demand
EV1204,LiFePO4,Sedan,-8.9,161.7,98.2,37.7,87.0,32.34,not in demand
EV1991,NiMH,Hatchback,8.1,168.6,85.6,20.5,115.8,33.72,not in demand
EV0025,Li-ion,Truck,34.0,319.3,81.6,21.6,96.8,63.86,in demand
EV3272,LiFePO4,SUV,11.5,336.5,52.4,99.9,62.1,67.3,in demand
EV3200,LiFePO4,SUV,42.9,216.6,4.0,88.2,40.5,43.32,in demand
EV3068,NiMH,Sedan,5.8,365.3,66.6,23.4,27.2,73.06,in demand
EV0763,Li-ion,Hatchback,32.2,381.3,90.2,73.7,71.5,76.26,in demand
EV0876,LiFePO4,Hatchback,19.2,154.4,42.2,49.3,2.9,30.88,not in demand
EV3214,NiMH,SUV,-6.0,328.9,49.8,72.4,18.1,65.78,in demand
EV0939,LiFePO4,SUV,33.6,484.3,25.3,88.3,79.6,96.86,in demand
EV2688,LiFePO4,Sedan,22.3,400.2,20.7,77.2,70.5,80.04,in demand
EV0642,Li-ion,Sedan,29.8,162.1,69.9,51.1,53.4,32.42,not in demand
EV2395,NiMH,Sedan,4.8,110.0,21.5,46.5,12.1,22.0,not in demand
EV0667,Li-ion,Sedan,19.4,65.0,8.5,94.9,15.2,13.0,not in demand
EV1442,NiMH,Hatchback,44.9,280.2,56.5,54.3,118.5,56.04,in demand
EV2177,LiFePO4,Truck,8.8,377.7,54.3,74.4,63.9,75.54,in demand
EV1490,LiFePO4,Hatchback,1.7,372.9,8.5,30.0,6.0,74.58,in demand
EV0386,NiMH,Sedan,22.4,205.4,98.8,88.1,43.7,41.08,in demand
EV2463,LiFePO4,Sedan,4.2,256.0,89.7,59.3,29.7,51.2,in demand
EV1253,Li-ion,Sedan,23.6,41.3,86.5,47.1,114.2,8.26,not in demand
EV1354,LiFePO4,SUV,-6.2,133.1,15.5,36.8,22.6,26.62,not in demand
EV0537,Li-ion,Hatchback,26.8,419.4,46.4,36.6,18.3,83.88,in demand
EV2292,LiFePO4,SUV,25.5,482.2,7.9,65.9,12.0,96.44,in demand
EV1247,LiFePO4,Sedan,9.1,399.1,69.3,58.7,16.1,79.82,in demand
EV2233,LiFePO4,Truck,13.4,497.2,34.8,96.0,56.1,99.44,in demand
EV0937,NiMH,Hatchback,35.2,195.8,37.7,41.5,61.9,39.16,not in demand
EV0210,Li-ion,Hatchback,18.8,400.3,11.6,35.1,97.4,80.06,in demand
EV3122,Li-ion,Truck,-6.1,68.1,88.1,87.1,45.0,13.62,not in demand
EV2361,NiMH,SUV,-4.8,265.1,25.4,90.2,4.4,53.02,in demand
EV0698,Li-ion,Sedan,30.6,448.8,22.8,97.9,18.2,89.76,in demand
EV0202,NiMH,SUV,22.6,301.8,22.4,52.2,41.1,60.36,in demand
EV3209,LiFePO4,Sedan,34.1,322.4,4.3,64.2,38.8,64.48,in demand
EV1333,LiFePO4,Hatchback,32.9,251.1,26.5,64.0,92.7,50.22,in demand
EV3017,NiMH,Truck,19.0,12.1,64.1,98.9,70.1,2.42,not in demand
EV1147,Li-ion,Truck,33.9,60.4,53.0,80.1,100.4,12.08,not in demand
EV2709,LiFePO4,Sedan,-4.6,369.2,59.5,49.4,65.5,73.84,in demand
EV3434,Li-ion,Sedan,33.4,17.0,42.7,73.9,74.9,3.4,not in demand
EV1855,LiFePO4,Truck,6.5,300.7,82.9,25.5,45.4,60.14,in demand
EV0081,LiFePO4,Hatchback,43.7,161.1,21.1,36.7,51.9,32.22,not in demand
EV2873,LiFePO4,Hatchback,37.9,260.1,58.5,30.8,108.1,52.02,in demand
EV3031,LiFePO4,Hatchback,17.1,54.9,45.3,94.6,85.9,10.98,not in demand
EV1206,Li-ion,Sedan,12.8,250.2,49.6,89.6,76.1,50.04,in demand
EV1646,Li-ion,Sedan,-9.0,312.6,73.4,76.5,58.4,62.52,in demand
EV3418,Li-ion,Sedan,20.9,496.8,99.0,51.9,44.0,99.36,in demand
EV3477,NiMH,SUV,5.1,150.4,26.3,48.5,74.9,30.08,not in demand
EV2862,NiMH,Hatchback,-4.9,440.3,11.7,53.4,10.4,88.06,in demand
EV1793,NiMH,Hatchback,17.9,307.3,96.3,61.9,111.0,61.46,in demand
EV0478,NiMH,SUV,-8.6,104.7,88.8,49.2,106.7,20.94,not in demand
EV3369,LiFePO4,SUV,44.8,330.5,100.0,22.5,110.8,66.1,in demand
EV3368,Li-ion,Hatchback,7.6,415.5,4.3,45.4,8.2,83.1,in demand
EV2701,LiFePO4,Hatchback,-3.1,441.6,93.8,39.2,20.5,88.32,in demand
EV3450,Li-ion,SUV,38.1,443.6,65.4,83.5,26.9,88.72,in demand
EV0604,LiFePO4,Hatchback,15.4,175.4,4.5,82.8,92.1,35.08,not in demand
EV3057,Li-ion,Truck,17.8,229.4,97.3,20.9,6.1,45.88,in demand
EV1211,NiMH,Truck,-3.8,169.5,30.8,85.7,49.7,33.9,not in demand
EV0127,LiFePO4,Hatchback,4.9,71.1,42.7,96.6,2.9,14.22,not in demand
EV3271,Li-ion,Truck,26.0,58.0,60.8,88.3,75.1,11.6,not in demand
EV2936,Li-ion,Hatchback,30.3,222.7,16.4,78.5,42.9,44.54,in demand
EV2770,NiMH,Hatchback,2.4,299.7,75.3,79.5,91.3,59.94,in demand
EV2731,LiFePO4,SUV,41.3,126.9,63.8,70.0,13.8,25.38,not in demand
EV0828,NiMH,Hatchback,-3.7,372.9,24.3,30.4,10.4,74.58,in demand
EV1640,LiFePO4,Sedan,-0.9,49.3,39.1,97.2,87.8,9.86,not in demand
EV0985,Li-ion,SUV,-0.1,134.0,72.4,28.0,47.2,26.8,not in demand
EV3282,LiFePO4,Sedan,13.2,495.1,17.2,28.2,103.5,99.02,in demand
EV0863,LiFePO4,SUV,11.3,459.0,84.4,33.3,58.1,91.8,in demand
EV2189,NiMH,Sedan,19.8,53.3,17.4,52.0,56.7,10.66,not in demand
EV0367,NiMH,Sedan,25.9,499.9,47.0,84.9,113.9,99.98,in demand
EV2444,NiMH,Hatchback,40.9,479.7,18.7,21.7,12.7,95.94,in demand
EV0363,NiMH,Sedan,-6.3,392.4,43.1,53.8,90.2,78.48,in demand
EV2350,Li-ion,Truck,29.3,99.5,73.0,97.8,38.8,19.9,not in demand
EV0346,Li-ion,SUV,25.6,175.7,42.6,86.7,10.2,35.14,not in demand
EV0815,Li-ion,Hatchback,21.4,425.4,99.6,54.9,113.8,85.08,in demand
EV3206,NiMH,Truck,25.9,126.2,53.4,66.9,89.9,25.24,not in demand
EV1032,LiFePO4,Sedan,-3.8,493.0,15.4,59.2,81.4,98.6,in demand
EV2975,Li-ion,Truck,8.6,262.4,30.0,90.3,48.5,52.48,in demand
EV3326,NiMH,Hatchback,6.4,30.1,8.3,54.1,16.8,6.02,not in demand
EV1595,LiFePO4,Hatchback,43.7,495.9,84.6,41.4,3.5,99.18,in demand
EV2117,Li-ion,Sedan,7.4,432.5,65.0,66.8,105.4,86.5,in demand
EV1835,Li-ion,SUV,16.4,499.3,40.0,39.7,70.9,99.86,in demand
EV0794,Li-ion,Truck,18.5,281.2,85.0,92.2,92.7,56.24,in demand
EV2879,NiMH,SUV,-3.8,218.0,2.7,36.4,11.4,43.6,in demand
EV2675,Li-ion,SUV,20.8,477.2,86.1,71.1,118.8,95.44,in demand
EV0095,Li-ion,Hatchback,30.6,136.1,23.8,44.5,61.6,27.22,not in demand
EV1905,NiMH,Hatchback,-3.1,291.9,15.5,72.0,19.0,58.38,in demand
EV2892,Li-ion,Truck,9.4,207.3,83.7,60.1,37.8,41.46,in demand
EV2372,Li-ion,SUV,42.2,428.7,73.4,55.9,105.8,85.74,in demand
EV1039,LiFePO4,Hatchback,18.3,233.6,79.6,49.4,35.7,46.72,in demand
EV1937,NiMH,Hatchback,-4.4,86.2,88.4,95.3,18.0,17.24,not in demand
EV3229,NiMH,SUV,37.7,333.2,37.8,41.4,115.2,66.64,in demand
EV2854,Li-ion,Sedan,6.0,132.6,74.3,45.5,46.7,26.52,not in demand
EV2913,NiMH,Truck,28.0,31.1,20.2,34.6,108.2,6.22,not in demand
EV1866,NiMH,Sedan,39.4,412.6,72.6,71.5,61.4,82.52,in demand
EV1858,Li-ion,Hatchback,37.2,75.5,18.9,47.7,92.3,15.1,not in demand
EV2646,NiMH,Sedan,-0.2,173.5,13.6,29.4,62.7,34.7,not in demand
EV2244,Li-ion,Hatchback,-4.8,25.0,89.4,37.1,0.2,5.0,not in demand
EV2337,Li-ion,SUV,33.1,343.4,20.5,38.9,102.4,68.68,in demand
EV0951,LiFePO4,Hatchback,0.1,63.8,45.8,67.8,115.5,12.76,not in demand
EV3069,NiMH,SUV,30.5,416.3,70.0,35.9,50.8,83.26,in demand
EV1121,NiMH,Sedan,25.9,358.6,62.1,22.8,83.4,71.72,in demand
EV2598,Li-ion,SUV,1.4,211.4,48.7,46.4,19.9,42.28,in demand
EV2205,NiMH,Sedan,6.2,434.5,91.2,42.5,109.6,86.9,in demand
EV0420,NiMH,Truck,21.6,336.4,0.4,68.3,60.0,67.28,in demand
EV0923,NiMH,Sedan,-2.3,24.2,87.4,22.8,33.7,4.84,not in demand
EV1255,Li-ion,Hatchback,33.4,92.7,65.0,23.3,19.6,18.54,not in demand
EV0478,NiMH,SUV,-8.6,104.7,88.8,49.2,106.7,20.94,not in demand
EV2036,Li-ion,SUV,30.0,213.6,86.7,71.8,63.4,42.72,in demand
EV1203,NiMH,Truck,-7.4,178.2,21.0,75.3,59.9,35.64,not in demand
EV2627,Li-ion,SUV,3.4,83.2,90.6,55.5,61.8,16.64,not in demand
EV0697,LiFePO4,SUV,34.4,336.1,66.0,58.4,28.2,67.22,in demand
EV1971,NiMH,Hatchback,41.4,291.1,15.4,28.3,9.0,58.22,in demand
EV3111,LiFePO4,Truck,38.1,24.9,57.3,32.6,14.3,4.98,not in demand
EV1787,LiFePO4,Truck,19.8,461.3,62.5,93.2,58.3,92.26,in demand
EV2152,NiMH,Hatchback,30.1,258.8,33.8,27.4,80.4,51.76,in demand
EV1340,NiMH,SUV,10.9,210.4,18.9,43.1,119.4,42.08,in demand
EV1998,NiMH,Hatchback,26.5,383.6,59.6,70.0,44.3,76.72,in demand
EV1919,Li-ion,Hatchback,-8.3,30.8,73.5,64.2,27.2,6.16,not in demand
EV3055,Li-ion,Sedan,24.4,343.8,59.0,23.7,54.0,68.76,in demand
EV1249,Li-ion,Sedan,24.4,176.2,97.3,25.4,72.1,35.24,not in demand
EV2193,Li-ion,Truck,11.1,26.1,79.0,49.1,91.4,5.22,not in demand
EV2713,Li-ion,Hatchback,19.4,38.8,59.7,67.7,97.6,7.76,not in demand
EV0993,NiMH,Sedan,-3.7,9.3,20.2,88.8,47.4,1.86,not in demand
EV2191,NiMH,Hatchback,18.0,20.6,37.6,76.3,48.5,4.12,not in demand
EV1120,LiFePO4,SUV,19.8,253.0,26.5,38.6,14.6,50.6,in demand
EV2939,NiMH,Sedan,-9.5,21.6,48.9,83.2,32.1,4.32,not in demand
EV1319,Li-ion,Sedan,-0.5,214.1,12.3,96.6,31.5,42.82,in demand
EV1864,NiMH,Hatchback,-3.3,36.3,12.1,32.5,95.9,7.26,not in demand
EV2344,NiMH,Sedan,24.0,193.1,20.2,50.0,68.5,38.62,not in demand
EV2450,NiMH,Hatchback,43.4,496.6,26.8,50.4,34.7,99.32,in demand
EV2137,NiMH,Hatchback,-6.1,287.6,25.1,84.0,98.9,57.52,in demand
EV1066,LiFePO4,Hatchback,-1.5,448.5,51.9,97.6,73.6,89.7,in demand
