station_id,destination_id,hour,temperature,humidity,weekday,is_holiday,passenger_volume_last_hour,weather_condition,day_type,passenger_flow
105,201,20:00,23.3,56,Thursday,Yes,748,Cloudy,Weekend,Medium
104,202,10:00,39.7,40,Sunday,No,952,Foggy,WorkingDay,High
102,203,12:00,20,42,Wednesday,No,240,Foggy,WorkingDay,High
105,205,16:00,20.3,43,Thursday,No,319,Cloudy,Weekend,High
105,204,20:00,31.3,74,Monday,No,388,Rainy,Weekend,Low
101,203,12:00,23.6,79,Tuesday,Yes,214,Foggy,Weekend,High
104,201,08:00,34.4,85,Wednesday,No,913,Rainy,Weekend,High
104,203,10:00,39.4,76,Monday,Yes,248,Cloudy,WorkingDay,High
104,205,08:00,25.2,64,Tuesday,No,343,Rainy,Weekend,Low
105,204,10:00,21.8,37,Wednesday,No,690,Foggy,Weekend,Low
104,201,10:00,27.2,56,Thursday,Yes,589,Clear,Weekend,Medium
102,204,06:00,39.2,45,Wednesday,No,457,Cloudy,WorkingDay,Low
101,201,12:00,28.2,86,Tuesday,Yes,858,Cloudy,Weekend,Low
104,202,18:00,23.5,50,Thursday,Yes,937,Cloudy,Weekend,Low
102,205,14:00,25.2,34,Monday,No,275,Cloudy,WorkingDay,High
102,205,08:00,36.7,89,Sunday,Yes,286,Foggy,WorkingDay,Low
102,204,18:00,36.8,40,Wednesday,Yes,572,Cloudy,Weekend,High
103,201,16:00,27.1,57,Wednesday,Yes,817,Rainy,Weekend,Medium
102,203,08:00,30.6,82,Tuesday,No,715,Rainy,Weekend,Medium
105,204,10:00,21.8,37,Wednesday,No,690,Foggy,Weekend,Low
101,201,08:00,21.4,75,Sunday,No,128,Rainy,WorkingDay,Low
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
104,201,08:00,33,78,Monday,No,703,Foggy,Weekend,High
104,201,12:00,24.3,65,Tuesday,No,850,Cloudy,Weekend,Medium
101,203,08:00,30.2,78,Friday,No,239,Cloudy,WorkingDay,Medium
103,205,12:00,22.8,57,Saturday,No,799,Clear,WorkingDay,High
102,201,06:00,37.9,65,Sunday,Yes,256,Foggy,WorkingDay,Medium
102,202,08:00,27,40,Tuesday,No,512,Rainy,WorkingDay,Low
102,203,12:00,20,42,Wednesday,No,240,Foggy,WorkingDay,High
101,202,18:00,28.6,50,Sunday,Yes,402,Clear,WorkingDay,Medium
104,205,10:00,30.4,49,Saturday,Yes,989,Rainy,WorkingDay,Medium
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
103,201,18:00,36.5,34,Monday,Yes,872,Cloudy,Weekend,Low
105,205,18:00,22.3,82,Tuesday,Yes,141,Rainy,Weekend,High
105,204,06:00,26,61,Wednesday,Yes,240,Foggy,Weekend,Low
105,205,06:00,29.9,45,Saturday,No,984,Rainy,Weekend,High
102,205,16:00,28.9,88,Thursday,No,326,Cloudy,WorkingDay,High
105,203,14:00,22.1,66,Thursday,No,143,Foggy,Weekend,Medium
104,204,14:00,34.4,82,Monday,No,973,Rainy,Weekend,Medium
101,205,18:00,35,89,Thursday,Yes,373,Cloudy,WorkingDay,Medium
101,201,20:00,39.4,67,Tuesday,Yes,965,Clear,WorkingDay,Medium
102,204,16:00,28.2,72,Wednesday,Yes,640,Foggy,Weekend,Low
101,201,12:00,28.2,86,Tuesday,Yes,858,Cloudy,Weekend,Low
101,205,12:00,20.9,78,Thursday,No,193,Rainy,Weekend,Medium
105,202,06:00,26.5,47,Sunday,No,106,Clear,Weekend,Low
104,201,08:00,35.6,40,Sunday,Yes,972,Foggy,Weekend,Medium
101,201,06:00,35.4,35,Wednesday,No,509,Foggy,Weekend,High
105,201,06:00,23.8,34,Saturday,Yes,846,Foggy,WorkingDay,Medium
102,204,14:00,31.1,50,Sunday,No,583,Rainy,WorkingDay,Medium
103,202,20:00,35.2,55,Friday,No,602,Clear,WorkingDay,High
105,202,10:00,32.7,63,Saturday,No,279,Rainy,WorkingDay,Medium
104,204,08:00,22.3,55,Saturday,Yes,753,Rainy,Weekend,High
104,201,16:00,39.3,73,Friday,No,784,Foggy,WorkingDay,High
105,201,08:00,36.8,75,Monday,No,752,Rainy,WorkingDay,Low
102,202,12:00,29.7,33,Tuesday,No,943,Rainy,Weekend,Medium
105,201,18:00,28.2,44,Monday,No,137,Foggy,Weekend,High
102,205,14:00,23,62,Tuesday,No,510,Cloudy,WorkingDay,Low
105,204,10:00,23.1,38,Sunday,Yes,253,Rainy,WorkingDay,High
101,201,14:00,31.3,87,Sunday,No,876,Clear,Weekend,Medium
105,201,08:00,36.8,75,Monday,No,752,Rainy,WorkingDay,Low
102,201,12:00,38.5,36,Monday,No,309,Clear,Weekend,Low
105,201,18:00,37.9,44,Tuesday,No,261,Cloudy,WorkingDay,High
103,205,14:00,39,84,Wednesday,Yes,596,Cloudy,WorkingDay,Medium
104,205,16:00,27.5,31,Friday,No,899,Foggy,WorkingDay,Low
105,203,18:00,36.1,57,Friday,Yes,572,Foggy,Weekend,High
101,203,12:00,34.9,55,Thursday,No,840,Rainy,Weekend,High
102,203,08:00,29,70,Tuesday,Yes,260,Rainy,WorkingDay,High
102,203,12:00,36.9,49,Wednesday,Yes,251,Foggy,WorkingDay,Low
102,202,12:00,29.7,33,Tuesday,No,943,Rainy,Weekend,Medium
101,201,14:00,20.4,75,Saturday,No,684,Clear,WorkingDay,Low
102,202,08:00,33.7,55,Friday,No,581,Rainy,WorkingDay,High
103,202,20:00,25.2,53,Saturday,No,168,Rainy,WorkingDay,Low
103,205,12:00,24.8,89,Tuesday,No,554,Rainy,WorkingDay,Low
101,204,08:00,30,63,Wednesday,No,116,Rainy,WorkingDay,High
101,204,16:00,37.8,49,Tuesday,No,124,Foggy,Weekend,High
105,204,10:00,28,48,Thursday,Yes,703,Cloudy,Weekend,Medium
105,204,10:00,39.7,53,Tuesday,No,228,Rainy,WorkingDay,Low
105,201,18:00,37.9,44,Tuesday,No,261,Cloudy,WorkingDay,High
105,201,14:00,22.6,84,Saturday,No,947,Rainy,WorkingDay,Low
103,203,16:00,33.7,45,Monday,Yes,891,Rainy,Weekend,High
103,203,08:00,30.1,54,Wednesday,Yes,722,Clear,Weekend,Low
102,202,16:00,28.3,55,Thursday,Yes,174,Foggy,Weekend,Low
105,201,06:00,34.3,47,Thursday,Yes,370,Foggy,Weekend,Medium
102,202,08:00,33.7,55,Friday,No,581,Rainy,WorkingDay,High
105,204,06:00,26,61,Wednesday,Yes,240,Foggy,Weekend,Low
103,203,10:00,29.5,55,Saturday,No,573,Clear,WorkingDay,High
102,201,12:00,38.5,36,Monday,No,309,Clear,Weekend,Low
105,202,18:00,34.5,86,Saturday,No,265,Cloudy,WorkingDay,Medium
103,204,08:00,31.8,46,Thursday,Yes,893,Clear,Weekend,High
104,202,10:00,35.6,47,Monday,Yes,323,Foggy,Weekend,Low
103,201,20:00,20.7,62,Sunday,Yes,276,Foggy,WorkingDay,Medium
105,202,14:00,27.1,76,Friday,Yes,602,Rainy,Weekend,High
101,205,08:00,35.6,72,Tuesday,Yes,761,Clear,WorkingDay,High
103,202,20:00,38,67,Monday,No,964,Cloudy,Weekend,Low
103,203,20:00,23.6,85,Monday,Yes,995,Foggy,WorkingDay,Medium
105,204,10:00,25.4,68,Sunday,Yes,253,Clear,WorkingDay,High
104,203,12:00,33.9,69,Tuesday,No,282,Clear,WorkingDay,High
101,203,06:00,26.7,81,Thursday,Yes,114,Rainy,Weekend,Low
102,204,08:00,20.3,54,Thursday,No,415,Cloudy,Weekend,Low
105,205,14:00,29.3,66,Saturday,No,918,Cloudy,Weekend,High
103,203,10:00,31.9,64,Monday,No,719,Foggy,WorkingDay,High
105,203,18:00,28.2,61,Saturday,No,294,Rainy,WorkingDay,Low
103,201,14:00,36.1,68,Saturday,Yes,521,Foggy,Weekend,Low
101,201,12:00,28.2,86,Tuesday,Yes,858,Cloudy,Weekend,Low
103,204,16:00,33.6,46,Monday,Yes,876,Rainy,WorkingDay,Low
101,204,06:00,24.8,67,Saturday,Yes,379,Foggy,WorkingDay,Low
105,205,06:00,28.4,88,Sunday,Yes,183,Clear,Weekend,Low
101,203,16:00,34.9,33,Friday,Yes,697,Cloudy,WorkingDay,Medium
102,205,06:00,35.4,68,Sunday,No,894,Rainy,Weekend,High
101,205,18:00,30.2,86,Friday,Yes,135,Cloudy,WorkingDay,High
105,201,12:00,31.6,30,Sunday,Yes,121,Rainy,Weekend,High
104,203,16:00,38.7,34,Monday,No,411,Foggy,Weekend,Medium
105,201,14:00,31.6,81,Saturday,Yes,809,Cloudy,Weekend,Low
103,205,18:00,28.7,74,Sunday,No,752,Foggy,WorkingDay,Low
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
102,205,14:00,25.2,34,Monday,No,275,Cloudy,WorkingDay,High
103,202,20:00,38,67,Monday,No,964,Cloudy,Weekend,Low
101,203,06:00,26.7,81,Thursday,Yes,114,Rainy,Weekend,Low
104,202,08:00,37.4,76,Wednesday,No,384,Rainy,WorkingDay,Low
102,203,08:00,29.4,69,Monday,Yes,118,Cloudy,Weekend,Medium
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
103,202,12:00,27.1,32,Tuesday,Yes,458,Clear,WorkingDay,Medium
101,204,08:00,35.1,83,Sunday,Yes,905,Rainy,Weekend,Low
101,205,12:00,34.9,32,Saturday,Yes,500,Foggy,WorkingDay,High
104,201,06:00,20.2,54,Tuesday,Yes,198,Foggy,WorkingDay,High
103,205,18:00,24.3,78,Wednesday,Yes,892,Clear,WorkingDay,Low
101,201,14:00,31.3,87,Sunday,No,876,Clear,Weekend,Medium
105,205,14:00,20,36,Saturday,Yes,372,Rainy,Weekend,Medium
101,205,16:00,34.2,48,Tuesday,Yes,544,Foggy,Weekend,Low
101,201,10:00,31.7,57,Wednesday,Yes,968,Rainy,Weekend,Low
105,205,18:00,22.3,82,Tuesday,Yes,141,Rainy,Weekend,High
105,201,20:00,23.3,56,Thursday,Yes,748,Cloudy,Weekend,Medium
104,205,18:00,35,44,Friday,Yes,764,Foggy,Weekend,Medium
101,201,10:00,20.7,49,Friday,Yes,360,Clear,Weekend,High
102,205,08:00,38.2,65,Monday,No,661,Clear,WorkingDay,High
103,201,08:00,25.8,51,Friday,No,895,Foggy,Weekend,Medium
105,205,14:00,29.3,66,Saturday,No,918,Cloudy,Weekend,High
103,201,18:00,35.8,66,Saturday,Yes,939,Cloudy,WorkingDay,High
105,205,16:00,39.3,34,Thursday,No,136,Foggy,Weekend,Medium
103,203,20:00,23.6,85,Monday,Yes,995,Foggy,WorkingDay,Medium
101,204,08:00,35.1,83,Sunday,Yes,905,Rainy,Weekend,Low
101,201,14:00,37.2,78,Sunday,No,791,Clear,Weekend,Low
105,205,16:00,30.5,88,Friday,No,589,Cloudy,WorkingDay,Medium
103,203,10:00,31.9,64,Monday,No,719,Foggy,WorkingDay,High
101,202,16:00,39.7,52,Wednesday,Yes,227,Clear,Weekend,Medium
104,204,08:00,26.6,83,Tuesday,No,666,Clear,WorkingDay,Medium
105,203,14:00,22.1,66,Thursday,No,143,Foggy,Weekend,Medium
105,205,18:00,27.8,69,Monday,No,110,Rainy,WorkingDay,Low
102,203,08:00,39.8,62,Sunday,Yes,559,Clear,Weekend,Medium
102,203,06:00,25.3,56,Tuesday,Yes,267,Clear,Weekend,Low
102,205,18:00,29.5,59,Saturday,No,471,Cloudy,Weekend,Medium
103,201,18:00,20.9,63,Thursday,No,431,Foggy,WorkingDay,High
105,202,10:00,32.7,63,Saturday,No,279,Rainy,WorkingDay,Medium
103,205,18:00,28.7,74,Sunday,No,752,Foggy,WorkingDay,Low
104,201,08:00,34.4,85,Wednesday,No,913,Rainy,Weekend,High
104,205,06:00,36.4,69,Monday,Yes,941,Foggy,WorkingDay,High
103,203,12:00,39.6,82,Tuesday,No,549,Cloudy,Weekend,High
102,205,18:00,27.9,83,Tuesday,No,669,Clear,Weekend,Low
104,201,16:00,33.9,32,Saturday,No,755,Clear,Weekend,Medium
101,203,14:00,22.4,63,Thursday,No,230,Cloudy,WorkingDay,Medium
103,201,20:00,35.4,73,Monday,Yes,719,Rainy,Weekend,Low
101,203,20:00,25.2,85,Thursday,Yes,673,Foggy,Weekend,Medium
102,203,08:00,25.5,58,Saturday,Yes,615,Cloudy,Weekend,Low
102,202,18:00,34.7,69,Friday,No,396,Rainy,WorkingDay,High
105,205,08:00,28.2,82,Monday,Yes,475,Foggy,WorkingDay,Low
103,205,08:00,25,31,Tuesday,Yes,486,Rainy,Weekend,Low
103,201,06:00,36.2,64,Wednesday,Yes,917,Foggy,Weekend,Medium
103,205,18:00,21,81,Sunday,No,449,Clear,WorkingDay,Medium
103,202,08:00,37.9,63,Saturday,Yes,479,Foggy,Weekend,Low
103,204,08:00,26.7,84,Friday,No,970,Rainy,Weekend,Medium
102,202,06:00,28.1,68,Friday,Yes,626,Clear,Weekend,Low
101,201,08:00,33.2,42,Thursday,No,821,Cloudy,WorkingDay,Low
103,204,10:00,32.9,81,Thursday,Yes,588,Foggy,Weekend,Medium
102,203,18:00,33.4,61,Sunday,No,877,Foggy,Weekend,Low
105,202,08:00,34,45,Thursday,No,753,Foggy,Weekend,Low
104,203,06:00,37.3,70,Monday,Yes,880,Clear,WorkingDay,Medium
102,205,18:00,29.5,59,Saturday,No,471,Cloudy,Weekend,Medium
103,204,08:00,31.8,46,Thursday,Yes,893,Clear,Weekend,High
104,205,16:00,23,80,Saturday,No,106,Cloudy,WorkingDay,Medium
105,205,06:00,39.6,80,Sunday,No,537,Clear,WorkingDay,Medium
103,203,18:00,28.2,52,Sunday,No,835,Rainy,Weekend,High
105,204,14:00,29.9,54,Wednesday,Yes,441,Foggy,WorkingDay,Low
102,203,12:00,20,42,Wednesday,No,240,Foggy,WorkingDay,High
102,201,12:00,32.5,73,Friday,No,792,Foggy,WorkingDay,High
102,203,14:00,29.1,85,Tuesday,Yes,422,Foggy,WorkingDay,Low
105,203,10:00,29.3,87,Sunday,Yes,415,Rainy,Weekend,Low
103,203,12:00,23.6,33,Tuesday,Yes,795,Cloudy,WorkingDay,Medium
101,204,20:00,20.4,43,Saturday,No,376,Foggy,WorkingDay,High
102,203,14:00,27.5,39,Monday,Yes,138,Rainy,WorkingDay,Low
101,205,18:00,35,89,Thursday,Yes,373,Cloudy,WorkingDay,Medium
102,204,16:00,28.2,72,Wednesday,Yes,640,Foggy,Weekend,Low
102,205,16:00,28.9,88,Thursday,No,326,Cloudy,WorkingDay,High
101,202,14:00,34.3,34,Sunday,Yes,734,Cloudy,Weekend,Medium
105,201,06:00,23.8,34,Saturday,Yes,846,Foggy,WorkingDay,Medium
104,201,06:00,21.7,37,Friday,No,519,Cloudy,Weekend,Medium
104,201,14:00,36.4,41,Saturday,No,934,Foggy,WorkingDay,High
105,201,18:00,37.9,44,Tuesday,No,261,Cloudy,WorkingDay,High
105,204,18:00,35,54,Saturday,No,428,Cloudy,WorkingDay,Low
102,203,08:00,28.9,64,Thursday,No,982,Clear,WorkingDay,High
104,202,16:00,37.7,57,Tuesday,Yes,363,Foggy,Weekend,Medium
103,203,12:00,37.7,84,Monday,Yes,108,Foggy,WorkingDay,Low
105,205,12:00,23.8,48,Friday,Yes,888,Rainy,Weekend,Low
105,201,14:00,29.2,63,Monday,Yes,513,Cloudy,WorkingDay,Low
105,204,16:00,24.6,61,Monday,Yes,938,Foggy,WorkingDay,Low
105,201,12:00,37,77,Friday,No,480,Foggy,WorkingDay,High
101,203,12:00,35.2,39,Sunday,Yes,332,Cloudy,Weekend,Medium
103,205,18:00,28.7,74,Sunday,No,752,Foggy,WorkingDay,Low
104,205,16:00,32.1,55,Sunday,No,128,Cloudy,WorkingDay,Low
102,201,18:00,38.5,52,Wednesday,No,868,Foggy,WorkingDay,High
105,205,16:00,30.5,88,Friday,No,589,Cloudy,WorkingDay,Medium
105,204,10:00,25.4,68,Sunday,Yes,253,Clear,WorkingDay,High
101,203,06:00,20.6,47,Friday,Yes,829,Rainy,WorkingDay,High
102,205,16:00,37.5,58,Sunday,No,799,Clear,Weekend,Low
105,205,06:00,39.6,80,Sunday,No,537,Clear,WorkingDay,Medium
101,201,08:00,21.4,75,Sunday,No,128,Rainy,WorkingDay,Low
102,202,08:00,31.2,33,Tuesday,Yes,996,Rainy,Weekend,Medium
102,205,14:00,38.5,43,Tuesday,No,573,Foggy,WorkingDay,Medium
101,204,08:00,27.4,70,Saturday,Yes,136,Cloudy,Weekend,Low
104,202,10:00,34.5,44,Saturday,No,555,Rainy,Weekend,Medium
103,201,16:00,31.8,65,Sunday,Yes,169,Foggy,WorkingDay,Low
104,203,10:00,39.4,76,Monday,Yes,248,Cloudy,WorkingDay,High
101,202,16:00,31.4,78,Friday,No,611,Cloudy,WorkingDay,High
101,204,08:00,29.8,68,Saturday,No,711,Rainy,WorkingDay,Low
102,203,12:00,36.9,49,Wednesday,Yes,251,Foggy,WorkingDay,Low
103,202,18:00,36.6,58,Saturday,Yes,623,Rainy,WorkingDay,High
104,204,14:00,26.7,55,Monday,No,875,Clear,Weekend,High
105,205,08:00,38.6,74,Thursday,Yes,673,Foggy,WorkingDay,Low
105,201,14:00,22.6,84,Saturday,No,947,Rainy,WorkingDay,Low
103,202,06:00,38,49,Wednesday,No,353,Clear,WorkingDay,Medium
105,201,16:00,24,53,Monday,Yes,162,Cloudy,WorkingDay,High
102,203,14:00,25.8,66,Wednesday,No,993,Rainy,WorkingDay,High
102,203,06:00,32.8,68,Tuesday,No,803,Clear,WorkingDay,Medium
104,202,16:00,38.9,45,Saturday,No,668,Cloudy,Weekend,Medium
101,202,12:00,21.7,64,Monday,Yes,352,Clear,Weekend,Low
105,205,16:00,23.5,59,Saturday,Yes,456,Cloudy,Weekend,Low
104,204,14:00,26.7,55,Monday,No,875,Clear,Weekend,High
104,204,18:00,37.1,81,Saturday,Yes,552,Foggy,Weekend,Medium
104,202,10:00,27.5,38,Monday,Yes,150,Rainy,Weekend,Medium
104,203,12:00,33.9,69,Tuesday,No,282,Clear,WorkingDay,High
104,205,06:00,36.4,69,Monday,Yes,941,Foggy,WorkingDay,High
104,201,06:00,36.9,47,Friday,Yes,542,Foggy,WorkingDay,Medium
102,204,14:00,31.1,50,Sunday,No,583,Rainy,WorkingDay,Medium
101,203,14:00,22.4,63,Thursday,No,230,Cloudy,WorkingDay,Medium
105,205,18:00,27.8,69,Monday,No,110,Rainy,WorkingDay,Low
105,204,14:00,29.9,54,Wednesday,Yes,441,Foggy,WorkingDay,Low
103,204,08:00,26.7,84,Friday,No,970,Rainy,Weekend,Medium
105,204,16:00,21.1,70,Sunday,Yes,175,Clear,Weekend,Low
101,204,08:00,27.4,70,Saturday,Yes,136,Cloudy,Weekend,Low
103,204,20:00,38.2,48,Monday,No,737,Foggy,Weekend,Low
105,203,14:00,30.7,66,Sunday,Yes,363,Foggy,Weekend,Medium
103,204,16:00,33.6,46,Monday,Yes,876,Rainy,WorkingDay,Low
105,204,10:00,30.7,76,Friday,Yes,327,Rainy,WorkingDay,High
101,204,06:00,20.8,79,Thursday,Yes,134,Foggy,Weekend,Low
104,201,12:00,32.7,35,Wednesday,No,895,Clear,Weekend,Low
104,205,16:00,26.5,61,Sunday,No,571,Cloudy,Weekend,High
104,202,14:00,34.2,51,Tuesday,No,500,Clear,Weekend,Medium
103,201,06:00,36.2,64,Wednesday,Yes,917,Foggy,Weekend,Medium
103,203,12:00,31.8,76,Saturday,No,306,Foggy,Weekend,Medium
104,202,12:00,26.4,68,Thursday,Yes,185,Foggy,Weekend,Medium
104,202,06:00,32.4,80,Sunday,No,180,Cloudy,WorkingDay,Low
102,204,06:00,20.6,68,Tuesday,No,340,Cloudy,WorkingDay,Medium
102,202,08:00,26,78,Thursday,No,180,Foggy,Weekend,Medium
104,202,18:00,23.5,50,Thursday,Yes,937,Cloudy,Weekend,Low
104,204,14:00,26.7,55,Monday,No,875,Clear,Weekend,High
102,203,08:00,29.4,69,Monday,Yes,118,Cloudy,Weekend,Medium
101,201,18:00,22.6,70,Tuesday,Yes,712,Clear,WorkingDay,High
103,201,16:00,34.2,48,Monday,No,247,Cloudy,WorkingDay,Medium
101,205,08:00,35.6,72,Tuesday,Yes,761,Clear,WorkingDay,High
104,204,12:00,38.2,54,Sunday,No,848,Rainy,WorkingDay,Low
102,203,08:00,28.9,64,Thursday,No,982,Clear,WorkingDay,High
103,204,16:00,28.8,79,Wednesday,No,321,Foggy,WorkingDay,High
101,205,10:00,28.4,57,Monday,No,801,Rainy,WorkingDay,High
102,205,06:00,25,83,Wednesday,Yes,659,Rainy,Weekend,High
102,203,12:00,21.5,68,Wednesday,No,140,Rainy,Weekend,Medium
101,203,14:00,22.4,63,Thursday,No,230,Cloudy,WorkingDay,Medium
105,205,10:00,34.8,64,Wednesday,No,972,Foggy,Weekend,Medium
101,202,16:00,31.4,78,Friday,No,611,Cloudy,WorkingDay,High
101,204,08:00,30,63,Wednesday,No,116,Rainy,WorkingDay,High
104,202,20:00,33.7,52,Tuesday,Yes,849,Foggy,WorkingDay,Medium
104,203,06:00,31.6,51,Friday,Yes,150,Cloudy,Weekend,High
104,201,16:00,39.3,73,Friday,No,784,Foggy,WorkingDay,High
102,201,10:00,20.8,54,Sunday,No,376,Cloudy,Weekend,Low
104,201,08:00,29.6,86,Sunday,Yes,371,Clear,Weekend,Medium
103,204,10:00,29.1,79,Sunday,Yes,298,Rainy,Weekend,Low
101,203,12:00,39.4,38,Monday,No,173,Clear,Weekend,High
105,204,10:00,33.8,85,Saturday,Yes,449,Clear,WorkingDay,Medium
105,204,08:00,21.5,46,Wednesday,Yes,213,Rainy,Weekend,Medium
103,201,16:00,31.8,65,Sunday,Yes,169,Foggy,WorkingDay,Low
104,201,06:00,20.2,54,Tuesday,Yes,198,Foggy,WorkingDay,High
102,201,10:00,26.5,48,Thursday,No,823,Cloudy,WorkingDay,High
105,205,18:00,22.3,82,Tuesday,Yes,141,Rainy,Weekend,High
104,205,16:00,26.5,61,Sunday,No,571,Cloudy,Weekend,High
105,202,14:00,39.8,42,Wednesday,Yes,267,Cloudy,Weekend,High
101,205,18:00,30.2,86,Friday,Yes,135,Cloudy,WorkingDay,High
105,202,06:00,36.6,33,Thursday,No,599,Cloudy,Weekend,Medium
103,202,18:00,36.6,58,Saturday,Yes,623,Rainy,WorkingDay,High
105,201,08:00,34.3,56,Saturday,No,168,Foggy,WorkingDay,Low
101,204,06:00,36,61,Tuesday,No,769,Clear,Weekend,High
104,202,06:00,22.5,88,Monday,Yes,904,Cloudy,Weekend,High
104,203,08:00,31.1,51,Thursday,Yes,960,Clear,Weekend,Medium
103,202,14:00,26.7,59,Saturday,No,650,Clear,WorkingDay,High
104,202,08:00,30.1,37,Sunday,No,153,Clear,WorkingDay,Medium
105,204,16:00,24.6,61,Monday,Yes,938,Foggy,WorkingDay,Low
102,202,18:00,34.7,69,Friday,No,396,Rainy,WorkingDay,High
102,204,08:00,33.2,62,Tuesday,No,670,Clear,WorkingDay,High
104,202,20:00,39.7,61,Tuesday,Yes,346,Foggy,Weekend,Medium
105,201,12:00,36.7,54,Wednesday,No,792,Cloudy,Weekend,Low
105,205,12:00,36.8,36,Monday,No,448,Clear,WorkingDay,High
103,201,16:00,27.1,57,Wednesday,Yes,817,Rainy,Weekend,Medium
102,204,08:00,28,77,Friday,Yes,243,Cloudy,Weekend,Medium
104,205,16:00,26.5,73,Wednesday,No,636,Foggy,Weekend,Medium
104,203,16:00,38.4,65,Thursday,Yes,326,Rainy,Weekend,Medium
103,203,12:00,23.6,33,Tuesday,Yes,795,Cloudy,WorkingDay,Medium
102,205,16:00,28.9,88,Thursday,No,326,Cloudy,WorkingDay,High
104,201,06:00,20.2,54,Tuesday,Yes,198,Foggy,WorkingDay,High
104,202,18:00,29.5,76,Monday,No,763,Foggy,WorkingDay,High
105,205,12:00,32.2,47,Tuesday,Yes,897,Rainy,WorkingDay,High
105,205,06:00,30.1,30,Friday,No,424,Clear,WorkingDay,Medium
104,202,08:00,37.4,76,Wednesday,No,384,Rainy,WorkingDay,Low
104,201,06:00,20.2,54,Tuesday,Yes,198,Foggy,WorkingDay,High
102,204,08:00,39.6,60,Wednesday,Yes,105,Rainy,Weekend,Low
105,204,20:00,31.3,74,Monday,No,388,Rainy,Weekend,Low
102,201,18:00,30.5,30,Thursday,No,788,Foggy,Weekend,Low
104,205,14:00,40,67,Sunday,Yes,870,Rainy,WorkingDay,Medium
104,201,08:00,35.6,40,Sunday,Yes,972,Foggy,Weekend,Medium
103,203,16:00,33.7,45,Monday,Yes,891,Rainy,Weekend,High
101,201,14:00,27.5,58,Tuesday,Yes,370,Rainy,WorkingDay,Low
103,203,18:00,22.7,50,Wednesday,Yes,922,Cloudy,WorkingDay,Low
103,205,12:00,24.4,42,Tuesday,Yes,895,Rainy,Weekend,Low
103,205,10:00,35.6,35,Friday,No,566,Foggy,Weekend,High
101,201,14:00,35.3,58,Saturday,Yes,417,Cloudy,Weekend,Medium
103,204,14:00,30.2,51,Friday,No,474,Cloudy,WorkingDay,Low
103,202,14:00,26.7,59,Saturday,No,650,Clear,WorkingDay,High
101,201,14:00,37.2,78,Sunday,No,791,Clear,Weekend,Low
103,204,18:00,27,30,Saturday,Yes,316,Clear,WorkingDay,Medium
102,202,12:00,29.7,33,Tuesday,No,943,Rainy,Weekend,Medium
101,202,06:00,29.5,38,Thursday,Yes,812,Foggy,WorkingDay,Medium
101,202,20:00,38.9,83,Wednesday,No,984,Foggy,Weekend,High
104,202,18:00,29.5,76,Monday,No,763,Foggy,WorkingDay,High
105,201,18:00,28.2,44,Monday,No,137,Foggy,Weekend,High
103,201,16:00,27.1,57,Wednesday,Yes,817,Rainy,Weekend,Medium
101,205,16:00,30.8,84,Friday,Yes,919,Clear,Weekend,Low
102,202,08:00,27,40,Tuesday,No,512,Rainy,WorkingDay,Low
104,201,12:00,23.4,57,Saturday,No,781,Clear,Weekend,High
104,201,16:00,33.9,32,Saturday,No,755,Clear,Weekend,Medium
102,203,20:00,39.3,57,Thursday,No,671,Foggy,Weekend,Medium
102,205,06:00,35.4,68,Sunday,No,894,Rainy,Weekend,High
105,202,18:00,34.4,55,Friday,No,625,Clear,Weekend,Low
102,203,20:00,39.3,57,Thursday,No,671,Foggy,Weekend,Medium
101,202,14:00,32.1,49,Tuesday,Yes,839,Rainy,WorkingDay,Low
101,204,16:00,35.7,72,Tuesday,No,479,Foggy,WorkingDay,Low
102,205,14:00,35.4,56,Saturday,No,194,Cloudy,Weekend,High
105,203,14:00,35.7,43,Monday,No,677,Cloudy,Weekend,High
102,204,14:00,36.1,78,Saturday,No,116,Clear,WorkingDay,Low
104,203,06:00,31.6,51,Friday,Yes,150,Cloudy,Weekend,High
102,205,14:00,23,62,Tuesday,No,510,Cloudy,WorkingDay,Low
104,201,14:00,28,39,Friday,No,857,Foggy,WorkingDay,Low
103,205,18:00,37.5,46,Saturday,Yes,203,Foggy,Weekend,Medium
101,203,16:00,34.9,33,Friday,Yes,697,Cloudy,WorkingDay,Medium
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
102,203,20:00,39.4,81,Monday,No,367,Rainy,Weekend,Medium
102,202,08:00,26,78,Thursday,No,180,Foggy,Weekend,Medium
101,205,08:00,35.6,72,Tuesday,Yes,761,Clear,WorkingDay,High
105,204,08:00,26.8,80,Thursday,No,716,Foggy,WorkingDay,Medium
102,205,16:00,37.5,58,Sunday,No,799,Clear,Weekend,Low
103,201,14:00,29.2,64,Monday,No,230,Clear,WorkingDay,Low
103,201,18:00,32.5,33,Monday,No,873,Clear,Weekend,Medium
104,203,16:00,38.4,65,Thursday,Yes,326,Rainy,Weekend,Medium
102,202,08:00,27,40,Tuesday,No,512,Rainy,WorkingDay,Low
